event_time,event_type,product_id,category_code,brand,price,user_id,user_session,purchase,category_code_level1
2019-11-01 00:00:13+00:00,view,3352,appliances.environment.vacuum,tefal,108.09,1801,881,0,appliances
2019-11-01 00:00:14+00:00,view,11,electronics.smartphone,apple,458.28,1265,2099,0,electronics
2019-11-01 00:00:14+00:00,cart,269,electronics.smartphone,samsung,503.09,897,1023,0,electronics
2019-11-01 00:00:14+00:00,view,2640,NaN,NaN,119.69,1714,1413,0,NaN
2019-11-01 00:00:14+00:00,view,2045,NaN,canon,437.29,502,1427,0,NaN
2019-11-01 00:00:15+00:00,view,3438,appliances.environment.water_heater,oasis,32.66,141,1105,0,appliances
2019-11-01 00:00:15+00:00,view,3650,appliances.kitchen.dishwasher,bosch,684.44,771,1624,0,appliances
2019-11-01 00:00:16+00:00,view,3502,NaN,sony,511.13,1341,293,0,NaN
2019-11-01 00:00:16+00:00,view,1850,NaN,rezult,15.62,1322,834,0,NaN
2019-11-01 00:00:16+00:00,view,2137,electronics.camera.video,NaN,386.08,970,311,0,electronics
2019-11-01 00:00:16+00:00,view,2414,NaN,lucente,248.66,898,941,0,NaN
2019-11-01 00:00:17+00:00,view,334,electronics.smartphone,xiaomi,211.92,172,2197,0,electronics
2019-11-01 00:00:17+00:00,view,1979,electronics.clocks,tissot,895.78,124,715,0,electronics
2019-11-01 00:00:17+00:00,view,1761,electronics.video.tv,samsung,289.33,389,2320,0,electronics
2019-11-01 00:00:17+00:00,view,3589,apparel.tshirt,goodloot,8.73,1777,992,0,apparel
2019-11-01 00:00:18+00:00,view,3614,apparel.jeans,NaN,40.16,1167,2324,0,apparel
2019-11-01 00:00:18+00:00,view,35,electronics.smartphone,apple,928.18,880,2006,0,electronics
2019-11-01 00:00:18+00:00,view,470,NaN,NaN,66.9,110,316,0,NaN
2019-11-01 00:00:19+00:00,view,2200,NaN,brw,134.37,683,550,0,NaN
2019-11-01 00:00:19+00:00,view,2299,NaN,sulu,51.48,653,1295,0,NaN
2019-11-01 00:00:19+00:00,view,2067,NaN,force,83.91,1246,739,0,NaN
2019-11-01 00:00:19+00:00,view,2164,NaN,kirkland,28.19,348,1071,0,NaN
2019-11-01 00:00:20+00:00,view,927,computers.notebook,lenovo,385.85,649,1220,0,computers
2019-11-01 00:00:22+00:00,view,3062,NaN,humminbird,733.61,1753,864,0,NaN
2019-11-01 00:00:22+00:00,view,3386,NaN,merelani,105.54,1711,2131,0,NaN
2019-11-01 00:00:23+00:00,view,216,electronics.smartphone,samsung,128.42,1,767,0,electronics
2019-11-01 00:00:23+00:00,view,858,NaN,roadx,50.19,1294,1020,0,NaN
2019-11-01 00:00:23+00:00,view,1467,NaN,rondell,43.73,1289,290,0,NaN
2019-11-01 00:00:23+00:00,view,597,construction.tools.drill,dewalt,98.51,473,1818,0,construction
2019-11-01 00:00:23+00:00,view,229,electronics.smartphone,xiaomi,84.65,463,805,0,electronics
2019-11-01 00:00:24+00:00,view,415,NaN,welly,5.77,666,531,0,NaN
2019-11-01 00:00:24+00:00,view,3806,auto.accessories.compressor,denzel,157.28,242,1589,0,auto
2019-11-01 00:00:25+00:00,view,850,NaN,nokian,252.77,16,2377,0,NaN
2019-11-01 00:00:26+00:00,view,2092,NaN,bosch,20.77,1685,2035,0,NaN
2019-11-01 00:00:26+00:00,view,1549,furniture.kitchen.chair,mamadoma,34.75,1794,206,0,furniture
2019-11-01 00:00:26+00:00,view,4105,computers.components.motherboard,asus,287.83,14,2081,0,computers
2019-11-01 00:00:26+00:00,view,985,NaN,arrivo,91.12,664,942,0,NaN
2019-11-01 00:00:27+00:00,view,1492,computers.peripherals.printer,canon,151.14,1352,2262,0,computers
2019-11-01 00:00:27+00:00,view,1682,NaN,trussardi,61.75,1661,1409,0,NaN
2019-11-01 00:00:27+00:00,view,109,electronics.smartphone,apple,1091.33,1723,2063,0,electronics
2019-11-01 00:00:27+00:00,view,1355,NaN,t-rex,46.16,559,2362,0,NaN
2019-11-01 00:00:27+00:00,view,739,NaN,michelin,72.72,222,2084,0,NaN
2019-11-01 00:00:28+00:00,view,3737,electronics.audio.headphone,xiaomi,22.8,1126,1627,0,electronics
2019-11-01 00:00:28+00:00,view,1710,NaN,chanel,171.17,1578,1121,0,NaN
2019-11-01 00:00:28+00:00,view,260,electronics.smartphone,oppo,257.38,257,203,0,electronics
2019-11-01 00:00:28+00:00,view,1734,computers.desktop,NaN,51.46,817,2366,0,computers
2019-11-01 00:00:29+00:00,view,4008,auto.accessories.player,ams,221.37,1803,2298,0,auto
2019-11-01 00:00:29+00:00,view,945,computers.notebook,asus,849.42,846,1898,0,computers
2019-11-01 00:00:30+00:00,view,185,electronics.smartphone,samsung,242.63,1516,294,0,electronics
2019-11-01 00:00:30+00:00,view,3408,NaN,NaN,40.93,385,833,0,NaN
2019-11-01 00:00:31+00:00,view,3163,accessories.bag,fisherman,48.43,1753,864,0,accessories
2019-11-01 00:00:35+00:00,view,2565,appliances.kitchen.refrigerators,samsung,499.94,737,190,0,appliances
2019-11-01 00:00:35+00:00,view,3611,apparel.jeans,NaN,50.45,1167,2324,0,apparel
2019-11-01 00:00:35+00:00,view,3733,electronics.audio.headphone,acme,51.22,1744,894,0,electronics
2019-11-01 00:00:36+00:00,view,3024,NaN,peda,900.92,1049,691,0,NaN
2019-11-01 00:00:36+00:00,view,96,electronics.smartphone,xiaomi,463.15,625,727,0,electronics
2019-11-01 00:00:36+00:00,view,34,electronics.smartphone,apple,928.38,1151,2166,0,electronics
2019-11-01 00:00:37+00:00,view,1993,electronics.clocks,tissot,861.28,124,715,0,electronics
2019-11-01 00:00:38+00:00,view,2571,appliances.kitchen.refrigerators,NaN,166.23,1517,359,0,appliances
2019-11-01 00:00:39+00:00,view,475,NaN,redmond,64.33,787,757,0,NaN
2019-11-01 00:00:39+00:00,view,4116,computers.components.videocards,palit,170.63,1111,843,0,computers
2019-11-01 00:00:40+00:00,view,303,electronics.smartphone,apple,1013.86,880,2006,0,electronics
2019-11-01 00:00:41+00:00,view,2043,NaN,canon,280.05,502,1427,0,NaN
2019-11-01 00:00:41+00:00,view,112,electronics.smartphone,apple,1173.6,1723,2063,0,electronics
2019-11-01 00:00:41+00:00,view,943,computers.notebook,hp,390.98,649,1220,0,computers
2019-11-01 00:00:41+00:00,purchase,1020,furniture.bedroom.bed,NaN,566.3,1521,2033,1,furniture
2019-11-01 00:00:41+00:00,view,3521,NaN,NaN,50.43,1601,722,0,NaN
2019-11-01 00:00:41+00:00,view,109,electronics.smartphone,apple,1091.33,592,949,0,electronics
2019-11-01 00:00:41+00:00,view,212,electronics.smartphone,huawei,946.73,1707,634,0,electronics
2019-11-01 00:00:42+00:00,view,853,NaN,aoteli,58.17,16,2377,0,NaN
2019-11-01 00:00:42+00:00,view,1846,NaN,tarkett,17.49,1322,834,0,NaN
2019-11-01 00:00:42+00:00,view,2556,appliances.kitchen.refrigerators,indesit,314.08,1010,1611,0,appliances
2019-11-01 00:00:43+00:00,view,3857,NaN,honor,47.62,1457,650,0,NaN
2019-11-01 00:00:44+00:00,view,1711,NaN,NaN,47.32,1578,1121,0,NaN
2019-11-01 00:00:44+00:00,view,3613,apparel.jeans,NaN,46.08,1167,2324,0,apparel
2019-11-01 00:00:45+00:00,view,3986,auto.accessories.player,NaN,180.18,1816,1455,0,auto
2019-11-01 00:00:45+00:00,view,603,construction.tools.drill,dewalt,226.83,473,1818,0,construction
2019-11-01 00:00:46+00:00,view,938,computers.notebook,lenovo,514.79,1482,329,0,computers
2019-11-01 00:00:48+00:00,view,1098,furniture.bathroom.bath,NaN,70.27,545,1549,0,furniture
2019-11-01 00:00:48+00:00,view,3890,NaN,harley-davidson,751.63,499,629,0,NaN
2019-11-01 00:00:48+00:00,view,4151,furniture.bedroom.bed,NaN,136.4,475,2313,0,furniture
2019-11-01 00:00:49+00:00,view,2085,NaN,stels,182.76,1246,739,0,NaN
2019-11-01 00:00:49+00:00,view,207,electronics.smartphone,samsung,172.22,1798,780,0,electronics
2019-11-01 00:00:49+00:00,view,206,electronics.smartphone,samsung,172.23,1369,1144,0,electronics
2019-11-01 00:00:50+00:00,view,4031,electronics.audio.subwoofer,avatar,41.19,1340,1462,0,electronics
2019-11-01 00:00:50+00:00,view,1322,NaN,NaN,257.15,1813,2399,0,NaN
2019-11-01 00:00:50+00:00,view,374,electronics.smartphone,xiaomi,398.72,625,727,0,electronics
2019-11-01 00:00:50+00:00,view,1300,NaN,lider,378.36,512,397,0,NaN
2019-11-01 00:00:51+00:00,view,915,computers.notebook,apple,2342.15,846,1898,0,computers
2019-11-01 00:00:52+00:00,view,3301,NaN,NaN,114.03,99,2348,0,NaN
2019-11-01 00:00:53+00:00,view,922,computers.notebook,hp,406.68,649,1220,0,computers
2019-11-01 00:00:53+00:00,view,2062,NaN,kolner,25.48,1685,2035,0,NaN
2019-11-01 00:00:54+00:00,view,2480,NaN,lucente,49.68,516,555,0,NaN
2019-11-01 00:00:55+00:00,view,1430,NaN,denzel,76.45,1039,369,0,NaN
2019-11-01 00:00:55+00:00,view,964,computers.notebook,acer,1209.55,950,2150,0,computers
2019-11-01 00:00:56+00:00,view,3807,auto.accessories.compressor,laston,113.93,242,1589,0,auto
2019-11-01 00:00:56+00:00,view,3037,construction.tools.welding,magnetta,254.78,357,22,0,construction
2019-11-01 00:00:58+00:00,view,125,electronics.smartphone,huawei,334.37,1809,1331,0,electronics
2019-11-01 00:00:58+00:00,view,2072,NaN,force,244.28,1510,2434,0,NaN
2019-11-01 00:00:59+00:00,view,185,electronics.smartphone,samsung,242.63,854,828,0,electronics
2019-11-01 00:00:59+00:00,view,757,NaN,yokohama,70.53,836,261,0,NaN
2019-11-01 00:01:00+00:00,view,2641,NaN,NaN,118.41,1714,1413,0,NaN
2019-11-01 00:01:00+00:00,view,1729,NaN,evelinecosmetics,7.34,394,473,0,NaN
2019-11-01 00:01:01+00:00,view,3789,appliances.sewing_machine,janome,293.65,1301,62,0,appliances
2019-11-01 00:01:01+00:00,view,1493,computers.peripherals.printer,epson,203.84,1352,2262,0,computers
2019-11-01 00:01:02+00:00,view,1707,NaN,givenchy,77.22,1578,1121,0,NaN
2019-11-01 00:01:02+00:00,view,170,electronics.smartphone,huawei,125.61,1774,1617,0,electronics
2019-11-01 00:01:02+00:00,view,216,electronics.smartphone,samsung,128.42,532,375,0,electronics
2019-11-01 00:01:03+00:00,view,303,electronics.smartphone,apple,1013.86,1157,1216,0,electronics
2019-11-01 00:01:03+00:00,view,3649,appliances.kitchen.dishwasher,beko,298.16,787,757,0,appliances
2019-11-01 00:01:03+00:00,view,3518,NaN,brw,84.69,1601,722,0,NaN
2019-11-01 00:01:03+00:00,view,904,computers.notebook,acer,2312.8,846,1898,0,computers
2019-11-01 00:01:03+00:00,view,3983,auto.accessories.player,pioneer,229.09,1803,2298,0,auto
2019-11-01 00:01:03+00:00,view,3948,construction.tools.saw,dwt,48.35,1722,1284,0,construction
2019-11-01 00:01:03+00:00,view,59,electronics.smartphone,xiaomi,167.02,879,1706,0,electronics
2019-11-01 00:01:04+00:00,view,975,NaN,skad,177.1,862,2083,0,NaN
2019-11-01 00:01:04+00:00,purchase,334,electronics.smartphone,xiaomi,211.92,172,2197,1,electronics
2019-11-01 00:01:05+00:00,view,3849,electronics.clocks,garmin,2239.44,666,531,0,electronics
2019-11-01 00:01:06+00:00,view,1545,furniture.kitchen.chair,NaN,36.78,1794,206,0,furniture
2019-11-01 00:01:08+00:00,view,884,computers.notebook,apple,2496.59,846,1898,0,computers
2019-11-01 00:01:09+00:00,view,2617,appliances.kitchen.refrigerators,arg,128.68,1517,359,0,appliances
2019-11-01 00:01:09+00:00,view,190,electronics.smartphone,xiaomi,195.37,1211,68,0,electronics
2019-11-01 00:01:10+00:00,view,2163,NaN,kirkland,10.17,348,1071,0,NaN
2019-11-01 00:01:10+00:00,view,1597,furniture.kitchen.table,brw,207.21,1248,999,0,furniture
2019-11-01 00:01:10+00:00,view,2330,NaN,NaN,277.23,458,212,0,NaN
2019-11-01 00:01:11+00:00,view,640,NaN,cordiant,32.18,1109,446,0,NaN
2019-11-01 00:01:11+00:00,view,4042,electronics.audio.subwoofer,pioneer,58.69,1277,2019,0,electronics
2019-11-01 00:01:11+00:00,view,1020,furniture.bedroom.bed,NaN,566.3,1521,2033,0,furniture
2019-11-01 00:01:12+00:00,view,1684,NaN,montale,69.5,713,12,0,NaN
2019-11-01 00:01:12+00:00,view,3641,apparel.shoes,pablosky,65.38,779,1825,0,apparel
2019-11-01 00:01:12+00:00,view,734,NaN,NaN,30.43,577,52,0,NaN
2019-11-01 00:01:13+00:00,view,177,electronics.smartphone,xiaomi,218.51,1771,1133,0,electronics
2019-11-01 00:01:14+00:00,view,587,construction.tools.drill,dewalt,150.95,473,1818,0,construction
2019-11-01 00:01:16+00:00,view,179,electronics.smartphone,huawei,127.33,1774,1617,0,electronics
2019-11-01 00:01:16+00:00,view,591,construction.tools.drill,NaN,46.82,882,1976,0,construction
2019-11-01 00:01:17+00:00,view,3573,construction.tools.light,stanley,29.86,61,2361,0,construction
2019-11-01 00:01:17+00:00,view,3207,NaN,carfashion,65.64,826,571,0,NaN
2019-11-01 00:01:18+00:00,view,911,computers.notebook,hp,411.34,649,1220,0,computers
2019-11-01 00:01:18+00:00,view,698,NaN,NaN,72.59,1733,1078,0,NaN
2019-11-01 00:01:20+00:00,view,1930,electronics.clocks,casio,165.26,1757,2375,0,electronics
2019-11-01 00:01:20+00:00,view,2448,NaN,sokolov,97.34,516,555,0,NaN
2019-11-01 00:01:21+00:00,view,4020,apparel.shirt,jordan,102.71,1167,2324,0,apparel
2019-11-01 00:01:21+00:00,view,3486,construction.tools.painting,fubag,24.71,242,1589,0,construction
2019-11-01 00:01:21+00:00,view,1965,electronics.clocks,armani,293.44,1384,2138,0,electronics
2019-11-01 00:01:22+00:00,view,1688,NaN,NaN,397.54,143,1996,0,NaN
2019-11-01 00:01:22+00:00,view,875,computers.notebook,hp,432.42,246,2130,0,computers
2019-11-01 00:01:23+00:00,view,1315,NaN,NaN,1335.43,512,397,0,NaN
2019-11-01 00:01:23+00:00,view,1981,electronics.clocks,tissot,380.96,124,715,0,electronics
2019-11-01 00:01:23+00:00,view,3860,electronics.clocks,apple,552.14,272,1536,0,electronics
2019-11-01 00:01:24+00:00,view,4044,electronics.audio.subwoofer,alphard,38.61,1340,1462,0,electronics
2019-11-01 00:01:24+00:00,view,3742,electronics.audio.headphone,hp,67.84,1806,958,0,electronics
2019-11-01 00:01:24+00:00,view,876,computers.notebook,apple,2311.49,846,1898,0,computers
2019-11-01 00:01:24+00:00,view,4046,electronics.audio.subwoofer,element,133.83,1277,2019,0,electronics
2019-11-01 00:01:24+00:00,view,2394,NaN,lucente,224.46,1577,592,0,NaN
2019-11-01 00:01:24+00:00,view,3516,NaN,brw,72.07,1601,722,0,NaN
2019-11-01 00:01:25+00:00,view,3190,NaN,hycell,20.57,22,734,0,NaN
2019-11-01 00:01:25+00:00,view,696,NaN,cordiant,51.22,1294,1020,0,NaN
2019-11-01 00:01:26+00:00,view,1418,NaN,sv,257.15,1089,2086,0,NaN
2019-11-01 00:01:26+00:00,view,3644,appliances.kitchen.dishwasher,gorenje,498.64,771,1624,0,appliances
2019-11-01 00:01:26+00:00,view,5,electronics.smartphone,apple,617.52,1265,2099,0,electronics
2019-11-01 00:01:28+00:00,view,215,electronics.smartphone,huawei,946.73,1774,1617,0,electronics
2019-11-01 00:01:28+00:00,view,185,electronics.smartphone,samsung,242.63,628,756,0,electronics
2019-11-01 00:01:29+00:00,view,686,NaN,nokian,180.44,222,2084,0,NaN
2019-11-01 00:01:30+00:00,view,3731,electronics.audio.headphone,apple,160.57,857,1141,0,electronics
2019-11-01 00:01:31+00:00,view,3498,NaN,sony,583.8,1341,293,0,NaN
2019-11-01 00:01:31+00:00,view,3686,NaN,akvaton,72.61,560,1620,0,NaN
2019-11-01 00:01:32+00:00,view,378,electronics.smartphone,xiaomi,280.57,139,913,0,electronics
2019-11-01 00:01:32+00:00,view,2580,appliances.kitchen.refrigerators,bosch,450.44,132,64,0,appliances
2019-11-01 00:01:32+00:00,view,2804,apparel.shoes,NaN,62.81,542,1040,0,apparel
2019-11-01 00:01:32+00:00,view,2181,NaN,NaN,9.5,1083,1464,0,NaN
2019-11-01 00:01:33+00:00,view,222,electronics.smartphone,samsung,275.25,572,987,0,electronics
2019-11-01 00:01:34+00:00,view,1414,NaN,imperial,312.21,1814,858,0,NaN
2019-11-01 00:01:34+00:00,view,3544,NaN,NaN,33.98,366,309,0,NaN
2019-11-01 00:01:35+00:00,view,1428,NaN,huter,67.22,1039,369,0,NaN
2019-11-01 00:01:35+00:00,view,660,NaN,cordiant,42.99,873,100,0,NaN
2019-11-01 00:01:35+00:00,view,1595,furniture.kitchen.table,komfort-s,39.36,817,2366,0,furniture
2019-11-01 00:01:36+00:00,view,3426,appliances.environment.water_heater,artel,85.82,1208,1138,0,appliances
2019-11-01 00:01:37+00:00,view,1204,furniture.living_room.cabinet,NaN,100.62,1385,2410,0,furniture
2019-11-01 00:01:39+00:00,view,267,electronics.smartphone,xiaomi,94.46,1053,1113,0,electronics
2019-11-01 00:01:39+00:00,view,4005,auto.accessories.player,NaN,303.71,1554,324,0,auto
2019-11-01 00:01:40+00:00,view,961,computers.notebook,acer,411.83,649,1220,0,computers
2019-11-01 00:01:40+00:00,view,1548,furniture.kitchen.chair,domini,30.89,1811,1911,0,furniture
2019-11-01 00:01:40+00:00,view,1467,NaN,rondell,43.73,1200,1356,0,NaN
2019-11-01 00:01:41+00:00,view,412,NaN,silverlit,7.18,1817,279,0,NaN
2019-11-01 00:01:41+00:00,view,4021,apparel.shirt,jordan,102.71,1167,2324,0,apparel
2019-11-01 00:01:43+00:00,view,1063,NaN,swisshome,100.39,484,260,0,NaN
2019-11-01 00:01:44+00:00,view,2577,appliances.kitchen.refrigerators,indesit,268.49,1010,1611,0,appliances
2019-11-01 00:01:44+00:00,view,3031,construction.tools.welding,NaN,100.36,882,1976,0,construction
2019-11-01 00:01:45+00:00,view,3786,accessories.bag,NaN,24.94,1773,2212,0,accessories
2019-11-01 00:01:46+00:00,view,1964,electronics.clocks,armani,270.79,1384,2138,0,electronics
2019-11-01 00:01:46+00:00,view,2994,appliances.personal.massager,bradex,12.36,1777,992,0,appliances
2019-11-01 00:01:46+00:00,view,3449,apparel.costume,NaN,136.43,436,1719,0,apparel
2019-11-01 00:01:47+00:00,view,4252,computers.peripherals.keyboard,defender,16.41,1364,1209,0,computers
2019-11-01 00:01:48+00:00,view,3751,electronics.audio.headphone,steelseries,66.67,1806,958,0,electronics
2019-11-01 00:01:48+00:00,view,63,electronics.smartphone,oneplus,540.3,625,727,0,electronics
2019-11-01 00:01:48+00:00,view,1709,NaN,givenchy,72.6,1578,1121,0,NaN
2019-11-01 00:01:49+00:00,view,3189,NaN,boyscout,9.01,22,734,0,NaN
2019-11-01 00:01:49+00:00,view,1467,NaN,rondell,43.73,934,225,0,NaN
2019-11-01 00:01:50+00:00,view,3485,construction.tools.painting,fubag,13.0,242,1589,0,construction
2019-11-01 00:01:52+00:00,view,7,electronics.smartphone,apple,532.57,1265,2099,0,electronics
2019-11-01 00:01:52+00:00,view,960,computers.notebook,asus,424.7,649,1220,0,computers
2019-11-01 00:01:52+00:00,view,192,electronics.smartphone,huawei,266.0,257,203,0,electronics
2019-11-01 00:01:52+00:00,view,22,electronics.smartphone,huawei,149.3,1774,1617,0,electronics
2019-11-01 00:01:53+00:00,view,309,electronics.smartphone,apple,1189.19,854,5,0,electronics
2019-11-01 00:01:55+00:00,view,2383,NaN,NaN,261.53,898,941,0,NaN
2019-11-01 00:01:56+00:00,view,2531,NaN,hygge,574.02,1818,1048,0,NaN
2019-11-01 00:01:56+00:00,view,229,electronics.smartphone,xiaomi,84.65,800,1042,0,electronics
2019-11-01 00:01:56+00:00,view,1550,furniture.kitchen.chair,fly,17.25,1198,106,0,furniture
2019-11-01 00:01:57+00:00,view,334,electronics.smartphone,xiaomi,211.92,172,2020,0,electronics
2019-11-01 00:01:58+00:00,view,3512,NaN,NaN,69.47,1601,722,0,NaN
2019-11-01 00:01:58+00:00,view,1439,NaN,tefal,38.59,539,904,0,NaN
2019-11-01 00:01:59+00:00,view,2240,NaN,NaN,8.55,1359,1862,0,NaN
2019-11-01 00:02:00+00:00,view,1427,NaN,karcher,120.83,1649,1294,0,NaN
2019-11-01 00:02:01+00:00,view,4122,computers.components.videocards,palit,334.31,1165,1913,0,computers
2019-11-01 00:02:01+00:00,view,3489,construction.tools.painting,stels,52.12,242,1589,0,construction
2019-11-01 00:02:01+00:00,view,1697,NaN,trussardi,59.13,1661,1409,0,NaN
2019-11-01 00:02:02+00:00,view,225,electronics.smartphone,samsung,362.29,737,450,0,electronics
2019-11-01 00:02:03+00:00,view,742,NaN,viatti,38.1,1294,1020,0,NaN
2019-11-01 00:02:03+00:00,view,1983,electronics.clocks,tissot,947.26,124,715,0,electronics
2019-11-01 00:02:04+00:00,view,3947,construction.tools.saw,dwt,66.36,1722,1284,0,construction
2019-11-01 00:02:04+00:00,view,2354,NaN,lucente,437.85,1071,1820,0,NaN
2019-11-01 00:02:04+00:00,view,2599,appliances.kitchen.refrigerators,lg,463.07,132,64,0,appliances
2019-11-01 00:02:04+00:00,view,2220,NaN,NaN,8.73,1173,1509,0,NaN
2019-11-01 00:02:05+00:00,view,2802,apparel.shoes,NaN,62.81,542,1040,0,apparel
2019-11-01 00:02:06+00:00,view,302,electronics.smartphone,apple,949.47,532,375,0,electronics
2019-11-01 00:02:06+00:00,view,3227,appliances.kitchen.washer,indesit,177.27,1126,1627,0,appliances
2019-11-01 00:02:06+00:00,view,3401,NaN,eveline,1.42,394,473,0,NaN
2019-11-01 00:02:07+00:00,view,3210,NaN,carfashion,66.67,826,571,0,NaN
2019-11-01 00:02:07+00:00,view,197,electronics.smartphone,xiaomi,218.54,139,913,0,electronics
2019-11-01 00:02:08+00:00,view,4245,kids.toys,disney,10.35,1819,1784,0,kids
2019-11-01 00:02:09+00:00,view,3958,apparel.costume,NaN,127.36,1167,2324,0,apparel
2019-11-01 00:02:09+00:00,view,2096,NaN,stanley,34.13,1388,2334,0,NaN
2019-11-01 00:02:11+00:00,view,209,electronics.smartphone,samsung,229.9,572,987,0,electronics
2019-11-01 00:02:11+00:00,view,979,NaN,skad,169.27,862,2083,0,NaN
2019-11-01 00:02:12+00:00,view,920,computers.notebook,apple,1338.5,846,1898,0,computers
2019-11-01 00:02:14+00:00,view,3487,construction.tools.painting,matrix,17.48,242,1589,0,construction
2019-11-01 00:02:14+00:00,view,265,electronics.smartphone,xiaomi,85.88,800,1042,0,electronics
2019-11-01 00:02:15+00:00,view,588,construction.tools.drill,dewalt,114.65,473,1818,0,construction
2019-11-01 00:02:15+00:00,view,168,electronics.smartphone,huawei,151.99,1762,1351,0,electronics
2019-11-01 00:02:16+00:00,view,2534,NaN,xiaomi,592.03,1818,1048,0,NaN
2019-11-01 00:02:16+00:00,view,4111,computers.components.memory,NaN,88.28,1111,843,0,computers
2019-11-01 00:02:16+00:00,view,1849,NaN,rezult,15.57,1322,834,0,NaN
2019-11-01 00:02:16+00:00,view,269,electronics.smartphone,samsung,503.09,1178,580,0,electronics
2019-11-01 00:02:17+00:00,view,1412,NaN,NaN,83.37,1814,858,0,NaN
2019-11-01 00:02:17+00:00,view,974,NaN,skad,176.23,1370,2293,0,NaN
2019-11-01 00:02:17+00:00,view,706,NaN,bfgoodrich,139.58,1109,446,0,NaN
2019-11-01 00:02:18+00:00,view,3191,NaN,energizer,25.74,22,734,0,NaN
2019-11-01 00:02:18+00:00,view,3825,electronics.clocks,apple,453.16,322,208,0,electronics
2019-11-01 00:02:18+00:00,view,4,electronics.smartphone,apple,531.26,1265,2099,0,electronics
2019-11-01 00:02:19+00:00,view,548,electronics.tablet,irbis,88.63,258,2160,0,electronics
2019-11-01 00:02:20+00:00,view,789,NaN,NaN,35.96,577,52,0,NaN
2019-11-01 00:02:20+00:00,view,3642,apparel.shoes,garvalin,35.26,779,1825,0,apparel
